Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Fine Amount,County
MENIMOR,NY,SRF,9100083185,1/12/2024,01:06P,MISUSE PARKING PERMIT,$65.00 ,NY
JKJ3537,NY,PAS,9100562221,1/12/2024,09:22A,MISUSE PARKING PERMIT,$65.00 ,K
KKE5648,NY,PAS,9103615509,1/12/2024,03:23P,MISUSE PARKING PERMIT,$65.00 ,NY
GJE5529,NY,PAS,9100683360,1/12/2024,03:21P,MISUSE PARKING PERMIT,$65.00 ,NY
CTN1314,NY,PAS,9104630154,1/12/2024,08:54A,MISUSE PARKING PERMIT,$65.00 ,K
KDE7050,NY,PAS,9094213369,1/12/2024,11:06A,MISUSE PARKING PERMIT,$65.00 ,NY
KTT5563,NY,PAS,9102820043,1/12/2024,12:53P,MISUSE PARKING PERMIT,$65.00 ,NY
FEN2804,NY,PAS,8837588276,1/12/2024,03:40P,MISUSE PARKING PERMIT,$65.00 ,NY
LBC5567,NY,PAS,9098299660,1/12/2024,09:32A,MISUSE PARKING PERMIT,$65.00 ,NY
JFW4956,NY,PAS,9104630180,1/12/2024,08:57A,MISUSE PARKING PERMIT,$65.00 ,K
KKR6627,NY,PAS,9102715650,1/12/2024,05:54A,MISUSE PARKING PERMIT,$65.00 ,Q
JDN8898,NY,PAS,9099173131,1/12/2024,10:00A,MISUSE PARKING PERMIT,$65.00 ,NY
AUA5912,NY,PAS,9102497797,1/12/2024,05:13A,MISUSE PARKING PERMIT,$65.00 ,K
LDJ8918,NY,PAS,9102820020,1/12/2024,12:51P,MISUSE PARKING PERMIT,$65.00 ,NY
HIDDEN,NY,ORG,9091584324,1/12/2024,01:43P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
KZY7380,NY,PAS,9093735755,1/12/2024,09:37A,MISUSE PARKING PERMIT,$65.00 ,NY
GWT6920,NY,PAS,9096588654,1/12/2024,03:18P,MISUSE PARKING PERMIT,$65.00 ,K
34646MM,NY,COM,9101919118,1/12/2024,03:01P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
92753NC,NY,COM,9102590426,1/12/2024,04:53P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
JHG1005,NY,PAS,9103665124,1/12/2024,10:13P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KRV9742,NY,PAS,9098299581,1/12/2024,09:08A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KNS5615,NY,PAS,9102104040,1/12/2024,10:05P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
Y202094C,NY,OMT,9087371500,1/12/2024,08:08A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
Y202382C,NY,OMT,9087371512,1/12/2024,08:14A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
T807992C,NY,OMT,9100166285,1/12/2024,10:26A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,K
Y203208C,NY,OMT,9093735627,1/12/2024,08:05A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
Y201688C,NY,OMT,9093735639,1/12/2024,08:11A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
46148ND,NY,COM,5603545744,1/12/2024,10:43A,MOBILE BUS LANE VIOLATION,$250.00 ,QN
JLE7797,NY,PAS,9093743466,1/12/2024,05:22P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
GCK2253,NY,PAS,8936035873,1/12/2024,03:19P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
HCD7042,NY,PAS,9101459569,1/12/2024,02:02A,FRAUDULENT USE PARKING PERMIT,$65.00 ,BX
89981JX,NY,COM,5603545719,1/12/2024,10:36A,MOBILE BUS LANE VIOLATION,$250.00 ,
67351ND,NY,COM,5603546232,1/12/2024,12:15P,MOBILE BUS LANE VIOLATION,$50.00 ,
JKA1183,NY,PAS,5603547352,1/12/2024,02:21P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GNK1312,NY,PAS,5603550648,1/12/2024,06:15P,MOBILE BUS LANE VIOLATION,$100.00 ,
LBU5465,NY,PAS,5603544247,1/12/2024,07:17A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
LAS7289,NY,PAS,5603544417,1/12/2024,07:56A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KTJ1118,NY,PAS,5603545252,1/12/2024,09:33A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KXZ8669,NY,PAS,5603546463,1/12/2024,12:42P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
38123NE,NY,COM,5603546785,1/12/2024,01:18P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
LBS8064,NY,COM,5603549063,1/12/2024,04:39P,MOBILE BUS LANE VIOLATION,$250.00 ,
LAT9438,NY,PAS,5603549520,1/12/2024,05:07P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KTT1790,NY,PAS,5603549865,1/12/2024,05:26P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KGY6474,NY,PAS,5603544557,1/12/2024,08:28A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KST4891,NY,PAS,5603544624,1/12/2024,08:33A,MOBILE BUS LANE VIOLATION,$150.00 ,BK
KML1068,NY,999,5603544661,1/12/2024,08:36A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KFV4692,NY,999,5603547236,1/12/2024,02:12P,MOBILE BUS LANE VIOLATION,$50.00 ,
JEZ5936,NY,PAS,5603547261,1/12/2024,02:14P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
GPK5233,NY,999,5603547327,1/12/2024,02:19P,MOBILE BUS LANE VIOLATION,$100.00 ,
LCR9688,NY,PAS,5603548599,1/12/2024,03:50P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
T782149C,NY,OMT,5603549166,1/12/2024,04:47P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HXR7550,NY,PAS,5603549646,1/12/2024,05:16P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
LHB5084,NY,PAS,5603549816,1/12/2024,05:24P,MOBILE BUS LANE VIOLATION,$50.00 ,
LCG4397,NY,PAS,5603551082,1/12/2024,06:37P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
42791JZ,NY,COM,5603544958,1/12/2024,08:55A,MOBILE BUS LANE VIOLATION,$100.00 ,BK
36566ND,NY,COM,5603545562,1/12/2024,10:11A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
41057MC,NY,COM,5603545690,1/12/2024,10:33A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
26433ML,NY,COM,5603547650,1/12/2024,02:40P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KRH2819,NY,PAS,5603548514,1/12/2024,03:39P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
T125177C,NY,OMT,5603550405,1/12/2024,06:00P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KUU7068,NY,PAS,5603550429,1/12/2024,06:02P,MOBILE BUS LANE VIOLATION,$150.00 ,
KZN8748,NY,PAS,5603562833,1/12/2024,02:28P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KDX2034,NY,PAS,5603544107,1/12/2024,06:32A,MOBILE BUS LANE VIOLATION,$100.00 ,QN
EEW2705,NY,PAS,5603544922,1/12/2024,08:54A,MOBILE BUS LANE VIOLATION,$50.00 ,
CGL7066,NY,PAS,5603545240,1/12/2024,09:33A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LGR2846,NY,PAS,5603545367,1/12/2024,09:42A,MOBILE BUS LANE VIOLATION,$50.00 ,
JEL3482,NY,PAS,5603546487,1/12/2024,12:43P,MOBILE BUS LANE VIOLATION,$150.00 ,
JKJ4761,NY,999,5603546890,1/12/2024,01:31P,MOBILE BUS LANE VIOLATION,$50.00 ,
KKE7739,NY,PAS,5603547017,1/12/2024,01:46P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KVW8658,NY,PAS,5603548009,1/12/2024,03:06P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
GEA2328,NY,PAS,5603548113,1/12/2024,03:14P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LGK9434,NY,PAS,5603550260,1/12/2024,05:49P,MOBILE BUS LANE VIOLATION,$50.00 ,
33404NB,NY,COM,5603551173,1/12/2024,06:40P,MOBILE BUS LANE VIOLATION,$50.00 ,
T771784C,NY,OMT,5603551410,1/12/2024,06:53P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
LBB8055,NY,999,5603551446,1/12/2024,06:54P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
77934ND,NY,COM,5603545641,1/12/2024,10:22A,MOBILE BUS LANE VIOLATION,$250.00 ,
62223MM,NY,COM,5603546578,1/12/2024,12:55P,MOBILE BUS LANE VIOLATION,$250.00 ,
86118MM,NY,COM,5603546748,1/12/2024,01:12P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
GXF3353,NY,PAS,5603547674,1/12/2024,02:42P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
632294,NY,PAS,5603549312,1/12/2024,04:55P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KLB8793,NY,PAS,5603549403,1/12/2024,05:03P,MOBILE BUS LANE VIOLATION,$100.00 ,
T795705C,NY,OMT,5603549610,1/12/2024,05:14P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JJM2912,NY,999,5603549828,1/12/2024,05:24P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
22090MM,NY,COM,5603549956,1/12/2024,05:30P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
10176NB,NY,COM,5603550004,1/12/2024,05:32P,MOBILE BUS LANE VIOLATION,$250.00 ,
29097ML,NY,COM,5603550053,1/12/2024,05:34P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
AD3472,NY,PAS,5603622714,1/12/2024,07:15P,MOBILE BUS LANE VIOLATION,$150.00 ,
LDL3109,NY,OMS,5603547170,1/12/2024,01:54P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
GVJ1877,NY,999,5603547388,1/12/2024,02:24P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
Y202393C,NY,OMT,5603549245,1/12/2024,04:51P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T106270C,NY,OMT,5603550144,1/12/2024,05:37P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
LBU7905,NY,PAS,5603550867,1/12/2024,06:24P,MOBILE BUS LANE VIOLATION,$50.00 ,
T783269C,NY,OMT,5603545094,1/12/2024,09:12A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JAV2588,NY,PAS,5603545963,1/12/2024,11:18A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HKM1528,NY,PAS,5603546300,1/12/2024,12:25P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KVH6433,NY,PAS,5603546335,1/12/2024,12:25P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LCC8789,NY,PAS,5603547091,1/12/2024,01:49P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JJT4444,NY,PAS,5603547455,1/12/2024,02:30P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KZD1513,NY,PAS,5603547819,1/12/2024,02:55P,MOBILE BUS LANE VIOLATION,$200.00 ,QN
AMD4066,NY,PAS,5603548502,1/12/2024,03:39P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LFY3187,NY,PAS,5603549660,1/12/2024,05:18P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KUH2075,NY,999,5603550685,1/12/2024,06:16P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
GPD3837,NY,COM,5603550740,1/12/2024,06:20P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
HMJ4554,NY,PAS,5603551367,1/12/2024,06:52P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
JRM2206,NY,PAS,5603551549,1/12/2024,06:58P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
T738608C,NY,OMT,5603551793,1/12/2024,08:04P,MOBILE BUS LANE VIOLATION,$50.00 ,
26505ND,NY,COM,5603546438,1/12/2024,12:41P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
20098ND,NY,COM,5603546724,1/12/2024,01:12P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
JCJ1277,NY,PAS,5603544788,1/12/2024,08:41A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KFK3545,NY,PAS,5603549270,1/12/2024,04:52P,MOBILE BUS LANE VIOLATION,$200.00 ,BK
JEA2469,NY,PAS,5603549373,1/12/2024,04:56P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
LEN3004,NY,PAS,5603549476,1/12/2024,05:05P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KZA8853,NY,PAS,5603545847,1/12/2024,11:07A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T744322C,NY,OMT,5603547224,1/12/2024,02:12P,MOBILE BUS LANE VIOLATION,$50.00 ,
LAT2618,NY,PAS,5603547704,1/12/2024,02:44P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LAU4012,NY,PAS,5603549040,1/12/2024,04:38P,MOBILE BUS LANE VIOLATION,$50.00 ,
JLT5123,NY,PAS,5603549142,1/12/2024,04:44P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
LAZ8043,NY,PAS,5603550569,1/12/2024,06:11P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KZU5150,NY,PAS,5603551501,1/12/2024,06:54P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
PS1851,NY,COM,5603544314,1/12/2024,07:35A,MOBILE BUS LANE VIOLATION,$50.00 ,
JFS1643,NY,PAS,5603548617,1/12/2024,03:52P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
LCK8377,NY,999,5603550818,1/12/2024,06:22P,MOBILE BUS LANE VIOLATION,$100.00 ,
LFP5699,NY,PAS,5603549725,1/12/2024,05:21P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KHM1730,NY,PAS,5603551070,1/12/2024,06:37P,MOBILE BUS LANE VIOLATION,$150.00 ,
LEX8313,NY,PAS,5603547418,1/12/2024,02:26P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
LEM2137,NY,PAS,5603544818,1/12/2024,08:44A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
37961PC,NY,PAS,5603545161,1/12/2024,09:17A,MOBILE BUS LANE VIOLATION,$100.00 ,
KJA5179,NY,PAS,5603545604,1/12/2024,10:18A,MOBILE BUS LANE VIOLATION,$50.00 ,
KWM8009,NY,PAS,5603546256,1/12/2024,12:16P,MOBILE BUS LANE VIOLATION,$50.00 ,
67684MN,NY,COM,5603546827,1/12/2024,01:22P,MOBILE BUS LANE VIOLATION,$250.00 ,
HPB4450,NY,PAS,5603547510,1/12/2024,02:34P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KLW7660,NY,PAS,5603547807,1/12/2024,02:55P,MOBILE BUS LANE VIOLATION,$50.00 ,
LEK2728,NY,PAS,5603548964,1/12/2024,04:25P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
T790322C,NY,OMT,5603549439,1/12/2024,05:04P,MOBILE BUS LANE VIOLATION,$250.00 ,QN
LAK6821,NY,PAS,5603544946,1/12/2024,08:55A,MOBILE BUS LANE VIOLATION,$250.00 ,
LBX5212,NY,999,5603551380,1/12/2024,06:52P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LEK8034,NY,PAS,5603544727,1/12/2024,08:37A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
69150ND,NY,COM,5603546797,1/12/2024,01:18P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JKV6406,NY,PAS,5603548915,1/12/2024,04:20P,MOBILE BUS LANE VIOLATION,$50.00 ,
T779955C,NY,OMT,5603548990,1/12/2024,04:28P,MOBILE BUS LANE VIOLATION,$100.00 ,
KHS5536,NY,999,5603549555,1/12/2024,05:09P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
KSC2503,NY,PAS,5603550995,1/12/2024,06:32P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
CZT5576,NY,PAS,5603551161,1/12/2024,06:40P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KZX6118,NY,PAS,5603551100,1/12/2024,06:37P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
GTZ5582,NY,PAS,5603545823,1/12/2024,11:03A,MOBILE BUS LANE VIOLATION,$150.00 ,
52710ND,NY,COM,5603546104,1/12/2024,11:51A,MOBILE BUS LANE VIOLATION,$250.00 ,
GMJ9881,NY,PAS,5603546499,1/12/2024,12:43P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KLC9127,NY,PAS,5603550156,1/12/2024,05:40P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LDL8611,NY,PAS,5603552062,1/12/2024,10:18P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KGH4460,NY,PAS,5603548459,1/12/2024,03:35P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
11639MM,NY,COM,5603545434,1/12/2024,09:50A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KZH3829,NY,PAS,5603551458,1/12/2024,06:54P,MOBILE BUS LANE VIOLATION,$100.00 ,
KMS8597,NY,PAS,5603544429,1/12/2024,07:59A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KXD8002,NY,PAS,5603544089,1/12/2024,06:22A,MOBILE BUS LANE VIOLATION,$250.00 ,QN
FAP8815,NY,PAS,5603544739,1/12/2024,08:38A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
53702ML,NY,COM,5603546293,1/12/2024,12:22P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
LEG6170,NY,PAS,5603546669,1/12/2024,01:09P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
EWB1119,NY,PAS,5603547832,1/12/2024,02:55P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
GAC2465,NY,PAS,5603548289,1/12/2024,03:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LGR2380,NY,PAS,5603548540,1/12/2024,03:40P,MOBILE BUS LANE VIOLATION,$100.00 ,
LGZ1184,NY,PAS,5603549038,1/12/2024,04:38P,MOBILE BUS LANE VIOLATION,$50.00 ,
62169MM,NY,COM,5603550302,1/12/2024,05:50P,MOBILE BUS LANE VIOLATION,$250.00 ,
LDN1671,NY,PAS,5603550338,1/12/2024,05:53P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LCA4148,NY,PAS,5603551010,1/12/2024,06:33P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
T775047C,NY,OMT,5603551343,1/12/2024,06:50P,MOBILE BUS LANE VIOLATION,$250.00 ,BK
QUIX12,NY,COM,5603545070,1/12/2024,09:11A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
40045NC,NY,COM,5603544855,1/12/2024,08:47A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
32010NA,NY,COM,5603548850,1/12/2024,04:14P,MOBILE BUS LANE VIOLATION,$200.00 ,
JMK7205,NY,PAS,5603550790,1/12/2024,06:22P,MOBILE BUS LANE VIOLATION,$50.00 ,
KYX1336,NY,999,5603548022,1/12/2024,03:07P,MOBILE BUS LANE VIOLATION,$150.00 ,
T107403C,NY,OMT,5603550697,1/12/2024,06:17P,MOBILE BUS LANE VIOLATION,$50.00 ,
LGA8376,NY,PAS,5603551951,1/12/2024,09:09P,MOBILE BUS LANE VIOLATION,$50.00 ,
KYC1300,NY,PAS,5603552050,1/12/2024,10:10P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HRK2513,NY,999,5603544119,1/12/2024,06:32A,MOBILE BUS LANE VIOLATION,$100.00 ,QN
BA5348,NY,PAS,5603544120,1/12/2024,06:32A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JRP4242,NY,PAS,5603547066,1/12/2024,01:48P,MOBILE BUS LANE VIOLATION,$100.00 ,
KLE1745,NY,PAS,5603549750,1/12/2024,05:22P,MOBILE BUS LANE VIOLATION,$50.00 ,
GGN8111,NY,PAS,5603549920,1/12/2024,05:29P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KKL8690,NY,PAS,5603550030,1/12/2024,05:34P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KUB5888,NY,PAS,5603550041,1/12/2024,05:34P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
HYB6962,NY,PAS,5603550235,1/12/2024,05:47P,MOBILE BUS LANE VIOLATION,$100.00 ,BK
KSF5019,NY,PAS,5603550880,1/12/2024,06:24P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KZF7742,NY,PAS,5603551185,1/12/2024,06:40P,MOBILE BUS LANE VIOLATION,$200.00 ,MN
KWE8569,NY,PAS,5603551276,1/12/2024,06:43P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HVE2243,NY,PAS,5603551495,1/12/2024,06:54P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HUV3756,NY,PAS,5603551720,1/12/2024,07:32P,MOBILE BUS LANE VIOLATION,$50.00 ,
KUY5514,NY,PAS,5603551835,1/12/2024,08:28P,MOBILE BUS LANE VIOLATION,$50.00 ,
HJV6845,NY,PAS,5603551847,1/12/2024,08:28P,MOBILE BUS LANE VIOLATION,$150.00 ,
LCE9884,NY,PAS,5603552013,1/12/2024,09:35P,MOBILE BUS LANE VIOLATION,$100.00 ,
T742767C,NY,OMT,5603548770,1/12/2024,04:10P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
41812MD,NY,COM,5603544510,1/12/2024,08:14A,MOBILE BUS LANE VIOLATION,$250.00 ,
49872NB,NY,COM,5603544685,1/12/2024,08:36A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
47977NB,NY,COM,5603544806,1/12/2024,08:44A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
KZY2815,NY,PAS,5603545021,1/12/2024,09:02A,MOBILE BUS LANE VIOLATION,$50.00 ,
48309MJ,NY,COM,5603545288,1/12/2024,09:34A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KNE5943,NY,PAS,5603545379,1/12/2024,09:43A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KNW6092,NY,PAS,5603545380,1/12/2024,09:45A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
97223NB,NY,COM,5603545940,1/12/2024,11:17A,MOBILE BUS LANE VIOLATION,$50.00 ,
34016MM,NY,COM,5603546098,1/12/2024,11:48A,MOBILE BUS LANE VIOLATION,$250.00 ,
PAIG19,NY,SPO,5603546505,1/12/2024,12:44P,MOBILE BUS LANE VIOLATION,$150.00 ,
23294LY,NY,OML,5603546773,1/12/2024,01:15P,MOBILE BUS LANE VIOLATION,$50.00 ,
T117914C,NY,OMT,5603547182,1/12/2024,01:59P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JDD2874,NY,PAS,5603547583,1/12/2024,02:37P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KZD6035,NY,PAS,5603547595,1/12/2024,02:37P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HUE4220,NY,PAS,5603548150,1/12/2024,03:18P,MOBILE BUS LANE VIOLATION,$100.00 ,
SFS02,NY,COM,5603548344,1/12/2024,03:28P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
12415MH,NY,COM,5603548356,1/12/2024,03:28P,MOBILE BUS LANE VIOLATION,$250.00 ,MN
KGE2922,NY,PAS,5603549210,1/12/2024,04:50P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
28426JU,NY,COM,5603549233,1/12/2024,04:50P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KHW5910,NY,PAS,5603549348,1/12/2024,04:55P,MOBILE BUS LANE VIOLATION,$100.00 ,
16406LV,NY,OML,5603549488,1/12/2024,05:05P,MOBILE BUS LANE VIOLATION,$100.00 ,
HZL7638,NY,PAS,5603550170,1/12/2024,05:41P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KNU7034,NY,PAS,5603550417,1/12/2024,06:01P,MOBILE BUS LANE VIOLATION,$50.00 ,
T121473C,NY,OMT,5603550478,1/12/2024,06:06P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LDP6731,NY,PAS,5603551434,1/12/2024,06:53P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KZM9166,NY,PAS,5603551460,1/12/2024,06:54P,MOBILE BUS LANE VIOLATION,$150.00 ,
HGC4282,NY,PAS,5603551604,1/12/2024,07:02P,MOBILE BUS LANE VIOLATION,$50.00 ,
T117188C,NY,OMT,5603552049,1/12/2024,10:09P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
85555NC,NY,COM,5603554800,1/12/2024,06:21A,MOBILE BUS LANE VIOLATION,$250.00 ,MN
61115JY,NY,COM,5603554824,1/12/2024,08:43A,MOBILE BUS LANE VIOLATION,$250.00 ,BK
KFV6057,NY,PAS,5603555142,1/12/2024,12:48P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
T685058C,NY,OMT,5603556043,1/12/2024,06:40P,MOBILE BUS LANE VIOLATION,$50.00 ,
13058NA,NY,COM,5603622672,1/12/2024,08:23A,MOBILE BUS LANE VIOLATION,$250.00 ,
64500MC,NY,COM,5603546220,1/12/2024,12:15P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
64500MC,NY,COM,5603548204,1/12/2024,03:21P,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KVE7368,NY,PAS,5603548060,1/12/2024,03:08P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
KRY6868,NY,PAS,5603548721,1/12/2024,04:07P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KDX6430,NY,PAS,5603546840,1/12/2024,01:24P,MOBILE BUS LANE VIOLATION,$50.00 ,
JMX4410,NY,PAS,5603548769,1/12/2024,04:10P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KZU5853,NY,999,5603549336,1/12/2024,04:55P,MOBILE BUS LANE VIOLATION,$150.00 ,
KDV1640,NY,PAS,5603549701,1/12/2024,05:20P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
HVY9642,NY,PAS,5603550879,1/12/2024,06:24P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GGF5794,NY,999,5603546979,1/12/2024,01:39P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
LEV6802,NY,PAS,5603548125,1/12/2024,03:16P,MOBILE BUS LANE VIOLATION,$50.00 ,
88409MG,NY,COM,5603545185,1/12/2024,09:22A,MOBILE BUS LANE VIOLATION,$200.00 ,BK
JEL8731,NY,PAS,5603546165,1/12/2024,12:12P,MOBILE BUS LANE VIOLATION,$50.00 ,
91029ME,NY,COM,5603547728,1/12/2024,02:47P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KKR6861,NY,999,5603548071,1/12/2024,03:08P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JSC2388,NY,PAS,5603549786,1/12/2024,05:24P,MOBILE BUS LANE VIOLATION,$50.00 ,
LGM9057,NY,PAS,5603550077,1/12/2024,05:35P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T499727C,NY,OMT,5603544156,1/12/2024,06:41A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
GHH8070,NY,999,5603544170,1/12/2024,06:48A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LDY1126,NY,PAS,5603544211,1/12/2024,07:13A,MOBILE BUS LANE VIOLATION,$150.00 ,
LEG1796,NY,OMS,5603544843,1/12/2024,08:46A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KZA8072,NY,PAS,5603545938,1/12/2024,11:16A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
